model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,MAE,RMSE,MAPE,SMAPE,RMSSE
MovingAverageInterpolation,-4369629547247.1196,-4369629547247.1196,2.2727415561676025,2.1763405799865723,0.008937835693359375,1,-2001687.931552623,-2090365.888366704,-0.050965716139516205,-0.049592846734674303,-0.35563372456493914
