time,value,shandong_rhhi
2025-09-20,38679429,76.095906
2025-09-21,38540611,74.806856
2025-09-22,40790643,84.338221
2025-09-23,41659973,94.257953
2025-09-24,39948399,85.757382
2025-09-25,82640843,77.628857
2025-09-26,40340746,79.237289
2025-09-27,41309560,83.454041
2025-09-28,39846680,85.285615
2025-09-29,37992392,79.953709
2025-09-30,35147991,77.948146
2025-10-01,29118968,80.708259
2025-10-02,29086083,88.268042
2025-10-03,28731488,81.891582
2025-10-04,27957799,87.253572
2025-10-05,27776557,92.49217
2025-10-06,24960293,91.542394
2025-10-07,29414385,83.458365
2025-10-08,35578850,84.51763
2025-10-09,39245896,87.906237
2025-10-10,41280121,89.202124
2025-10-11,41566742,88.818537
2025-10-12,41166760,90.24096
2025-10-13,40297531,79.651919
2025-10-14,39327798,95.458
2025-10-15,41773137,99.3256
2025-10-16,40829591,97.631
2025-10-17,42190338,89.051906
2025-10-18,40210638,67.353925
2025-10-19,39890768,65.761213
2025-10-20,40736226,57.769823
2025-10-21,40303967,60.284884
2025-10-22,40099985,62.921366
2025-10-23,40466642,87.6497
2025-10-24,40315458,69.351397
2025-10-25,41305819,79.809412
2025-10-26,40159579,76.852185
2025-10-27,39199586,66.939775
2025-10-28,40311212,70.878624
2025-10-29,39659346,68.930297
2025-10-30,40987153,81.470467
2025-10-31,40081390,84.165546
2025-11-01,38748560,73.470467
2025-11-02,38120027,57.246806
2025-11-03,39706997,65.591055
2025-11-04,40688084,72.062802
2025-11-05,40413370,77.736256
2025-11-06,40997192,83.915696
2025-11-07,41616210,86.278658
2025-11-08,41426571,86.243205
2025-11-09,39415852,73.356908
2025-11-10,39965527,57.298312
2025-11-11,40463821,64.284642
2025-11-12,40290193,70.009861
2025-11-13,40253002,65.739984
2025-11-14,40430200,68.558345
2025-11-15,39833321,77.292953
2025-11-16,38177921,61.324082
2025-11-17,40368140,39.955739
2025-11-18,40069780,44.58062
2025-11-19,39540293,49.939727
2025-11-20,39891636,58.406607
2025-11-21,39264635,56.639971
2025-11-22,38710045,56.986351
2025-11-23,38380088,55.785762
2025-11-24,38826457,60.4003
